"Town","FIPS","Year","Month","Admission Type","Measure Type","Variable","Value"
"Orange","0900957600","2015","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2016","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2016","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2016","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2016","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2016","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2016","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Orange","0900957600","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Orange","0900957600","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Oxford","0900958300","2014","July","Substance Abuse","Number","DMHAS Admissions",9
"Oxford","0900958300","2014","August","Substance Abuse","Number","DMHAS Admissions",10
"Oxford","0900958300","2014","September","Substance Abuse","Number","DMHAS Admissions",19
"Oxford","0900958300","2014","October","Substance Abuse","Number","DMHAS Admissions",17
"Oxford","0900958300","2014","November","Substance Abuse","Number","DMHAS Admissions",9
"Oxford","0900958300","2014","December","Substance Abuse","Number","DMHAS Admissions",14
"Oxford","0900958300","2015","January","Substance Abuse","Number","DMHAS Admissions",14
"Oxford","0900958300","2015","February","Substance Abuse","Number","DMHAS Admissions",10
"Oxford","0900958300","2015","March","Substance Abuse","Number","DMHAS Admissions",17
"Oxford","0900958300","2015","April","Substance Abuse","Number","DMHAS Admissions",10
"Oxford","0900958300","2015","May","Substance Abuse","Number","DMHAS Admissions",13
"Oxford","0900958300","2015","June","Substance Abuse","Number","DMHAS Admissions",18
"Oxford","0900958300","2015","July","Substance Abuse","Number","DMHAS Admissions",16
"Oxford","0900958300","2015","August","Substance Abuse","Number","DMHAS Admissions",17
"Oxford","0900958300","2015","September","Substance Abuse","Number","DMHAS Admissions",25
"Oxford","0900958300","2015","October","Substance Abuse","Number","DMHAS Admissions",19
"Oxford","0900958300","2015","November","Substance Abuse","Number","DMHAS Admissions",7
"Oxford","0900958300","2015","December","Substance Abuse","Number","DMHAS Admissions",10
"Oxford","0900958300","2016","January","Substance Abuse","Number","DMHAS Admissions",11
"Oxford","0900958300","2016","February","Substance Abuse","Number","DMHAS Admissions",17
"Oxford","0900958300","2016","March","Substance Abuse","Number","DMHAS Admissions",14
"Oxford","0900958300","2016","April","Substance Abuse","Number","DMHAS Admissions",17
"Oxford","0900958300","2016","May","Substance Abuse","Number","DMHAS Admissions",10
"Oxford","0900958300","2016","June","Substance Abuse","Number","DMHAS Admissions",20
"Oxford","0900958300","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Oxford","0900958300","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2013","July","Substance Abuse","Number","DMHAS Admissions",48
"Plainfield","0901559980","2013","August","Substance Abuse","Number","DMHAS Admissions",43
"Plainfield","0901559980","2013","September","Substance Abuse","Number","DMHAS Admissions",44
"Plainfield","0901559980","2013","October","Substance Abuse","Number","DMHAS Admissions",40
"Plainfield","0901559980","2013","November","Substance Abuse","Number","DMHAS Admissions",30
"Plainfield","0901559980","2013","December","Substance Abuse","Number","DMHAS Admissions",31
"Plainfield","0901559980","2014","January","Substance Abuse","Number","DMHAS Admissions",39
"Plainfield","0901559980","2014","February","Substance Abuse","Number","DMHAS Admissions",31
"Plainfield","0901559980","2014","March","Substance Abuse","Number","DMHAS Admissions",38
"Plainfield","0901559980","2014","April","Substance Abuse","Number","DMHAS Admissions",41
"Plainfield","0901559980","2014","May","Substance Abuse","Number","DMHAS Admissions",45
"Plainfield","0901559980","2014","June","Substance Abuse","Number","DMHAS Admissions",37
"Plainfield","0901559980","2014","July","Substance Abuse","Number","DMHAS Admissions",32
"Plainfield","0901559980","2014","August","Substance Abuse","Number","DMHAS Admissions",58
"Plainfield","0901559980","2014","September","Substance Abuse","Number","DMHAS Admissions",31
"Plainfield","0901559980","2014","October","Substance Abuse","Number","DMHAS Admissions",43
"Plainfield","0901559980","2014","November","Substance Abuse","Number","DMHAS Admissions",29
"Plainfield","0901559980","2014","December","Substance Abuse","Number","DMHAS Admissions",35
"Plainfield","0901559980","2015","January","Substance Abuse","Number","DMHAS Admissions",29
"Plainfield","0901559980","2015","February","Substance Abuse","Number","DMHAS Admissions",31
"Plainfield","0901559980","2015","March","Substance Abuse","Number","DMHAS Admissions",47
"Plainfield","0901559980","2015","April","Substance Abuse","Number","DMHAS Admissions",32
"Plainfield","0901559980","2015","May","Substance Abuse","Number","DMHAS Admissions",40
"Plainfield","0901559980","2015","June","Substance Abuse","Number","DMHAS Admissions",46
"Plainfield","0901559980","2015","July","Substance Abuse","Number","DMHAS Admissions",54
"Plainfield","0901559980","2015","August","Substance Abuse","Number","DMHAS Admissions",55
"Plainfield","0901559980","2015","September","Substance Abuse","Number","DMHAS Admissions",38
"Plainfield","0901559980","2015","October","Substance Abuse","Number","DMHAS Admissions",42
"Plainfield","0901559980","2015","November","Substance Abuse","Number","DMHAS Admissions",25
"Plainfield","0901559980","2015","December","Substance Abuse","Number","DMHAS Admissions",37
"Plainfield","0901559980","2016","January","Substance Abuse","Number","DMHAS Admissions",30
"Plainfield","0901559980","2016","February","Substance Abuse","Number","DMHAS Admissions",32
"Plainfield","0901559980","2016","March","Substance Abuse","Number","DMHAS Admissions",50
"Plainfield","0901559980","2016","April","Substance Abuse","Number","DMHAS Admissions",37
"Plainfield","0901559980","2016","May","Substance Abuse","Number","DMHAS Admissions",24
"Plainfield","0901559980","2016","June","Substance Abuse","Number","DMHAS Admissions",24
"Plainfield","0901559980","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Plainfield","0901559980","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Plainville","0900360120","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Plainville","0900360120","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Plainville","0900360120","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Plainville","0900360120","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Plainville","0900360120","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Plainville","0900360120","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Plainville","0900360120","2013","July","Substance Abuse","Number","DMHAS Admissions",40
"Plainville","0900360120","2013","August","Substance Abuse","Number","DMHAS Admissions",41
"Plainville","0900360120","2013","September","Substance Abuse","Number","DMHAS Admissions",35
"Plainville","0900360120","2013","October","Substance Abuse","Number","DMHAS Admissions",33
"Plainville","0900360120","2013","November","Substance Abuse","Number","DMHAS Admissions",38
"Plainville","0900360120","2013","December","Substance Abuse","Number","DMHAS Admissions",33
"Plainville","0900360120","2014","January","Substance Abuse","Number","DMHAS Admissions",39
"Plainville","0900360120","2014","February","Substance Abuse","Number","DMHAS Admissions",33
"Plainville","0900360120","2014","March","Substance Abuse","Number","DMHAS Admissions",36
"Plainville","0900360120","2014","April","Substance Abuse","Number","DMHAS Admissions",39
"Plainville","0900360120","2014","May","Substance Abuse","Number","DMHAS Admissions",38
"Plainville","0900360120","2014","June","Substance Abuse","Number","DMHAS Admissions",29
"Plainville","0900360120","2014","July","Substance Abuse","Number","DMHAS Admissions",38
"Plainville","0900360120","2014","August","Substance Abuse","Number","DMHAS Admissions",33
"Plainville","0900360120","2014","September","Substance Abuse","Number","DMHAS Admissions",60
"Plainville","0900360120","2014","October","Substance Abuse","Number","DMHAS Admissions",36
"Plainville","0900360120","2014","November","Substance Abuse","Number","DMHAS Admissions",40
"Plainville","0900360120","2014","December","Substance Abuse","Number","DMHAS Admissions",28
"Plainville","0900360120","2015","January","Substance Abuse","Number","DMHAS Admissions",42
"Plainville","0900360120","2015","February","Substance Abuse","Number","DMHAS Admissions",39
"Plainville","0900360120","2015","March","Substance Abuse","Number","DMHAS Admissions",47
"Plainville","0900360120","2015","April","Substance Abuse","Number","DMHAS Admissions",33
"Plainville","0900360120","2015","May","Substance Abuse","Number","DMHAS Admissions",44
"Plainville","0900360120","2015","June","Substance Abuse","Number","DMHAS Admissions",41
"Plainville","0900360120","2015","July","Substance Abuse","Number","DMHAS Admissions",47
"Plainville","0900360120","2015","August","Substance Abuse","Number","DMHAS Admissions",39
"Plainville","0900360120","2015","September","Substance Abuse","Number","DMHAS Admissions",36
"Plainville","0900360120","2015","October","Substance Abuse","Number","DMHAS Admissions",38
"Plainville","0900360120","2015","November","Substance Abuse","Number","DMHAS Admissions",21
"Plainville","0900360120","2015","December","Substance Abuse","Number","DMHAS Admissions",48
"Plainville","0900360120","2016","January","Substance Abuse","Number","DMHAS Admissions",49
"Plainville","0900360120","2016","February","Substance Abuse","Number","DMHAS Admissions",35
"Plainville","0900360120","2016","March","Substance Abuse","Number","DMHAS Admissions",55
"Plainville","0900360120","2016","April","Substance Abuse","Number","DMHAS Admissions",47
"Plainville","0900360120","2016","May","Substance Abuse","Number","DMHAS Admissions",39
